INFO 2022-08-03 15:15:11,131 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-03 15:36:40,788 autoreload 266 /home/ubuntu/Desktop/leanr/django/Small_projects/blog/post/models.py changed, reloading.
INFO 2022-08-03 15:36:41,069 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-03 15:36:46,234 autoreload 266 /home/ubuntu/Desktop/leanr/django/Small_projects/blog/post/models.py changed, reloading.
INFO 2022-08-03 15:36:46,525 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-03 15:42:14,168 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-03 15:42:16,882 basehttp 187 "GET /admin/ HTTP/1.1" 302 0
INFO 2022-08-03 15:42:16,922 basehttp 187 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 2217
INFO 2022-08-03 15:42:19,735 basehttp 187 "POST /admin/login/?next=/admin/ HTTP/1.1" 200 2349
INFO 2022-08-03 15:42:48,233 basehttp 187 "POST /admin/login/?next=/admin/ HTTP/1.1" 302 0
INFO 2022-08-03 15:42:48,268 basehttp 187 "GET /admin/ HTTP/1.1" 200 3287
INFO 2022-08-03 15:42:53,594 autoreload 266 /home/ubuntu/Desktop/leanr/django/Small_projects/blog/post/admin.py changed, reloading.
INFO 2022-08-03 15:42:53,977 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-03 15:43:44,130 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-03 15:43:45,763 basehttp 187 "GET /admin/ HTTP/1.1" 200 4767
INFO 2022-08-03 15:44:01,430 autoreload 266 /home/ubuntu/Desktop/leanr/django/Small_projects/blog/post/models.py changed, reloading.
INFO 2022-08-03 15:44:01,871 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-03 15:44:02,684 basehttp 187 "GET /admin/ HTTP/1.1" 200 4766
INFO 2022-08-03 15:44:05,205 basehttp 187 "GET /admin/post/posttag/ HTTP/1.1" 200 5610
INFO 2022-08-03 15:44:05,297 basehttp 187 "GET /static/admin/js/jquery.init.js HTTP/1.1" 200 347
INFO 2022-08-03 15:44:05,297 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
INFO 2022-08-03 15:44:05,298 basehttp 187 "GET /static/admin/js/core.js HTTP/1.1" 200 5698
INFO 2022-08-03 15:44:05,302 basehttp 187 "GET /static/admin/css/changelists.css HTTP/1.1" 200 6932
INFO 2022-08-03 15:44:05,309 basehttp 187 "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 200 5984
INFO 2022-08-03 15:44:05,309 basehttp 187 "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 200 288580
INFO 2022-08-03 15:44:05,310 basehttp 187 "GET /static/admin/js/actions.js HTTP/1.1" 200 7872
INFO 2022-08-03 15:44:05,320 basehttp 187 "GET /static/admin/js/prepopulate.js HTTP/1.1" 200 1531
INFO 2022-08-03 15:44:05,320 basehttp 187 "GET /static/admin/js/urlify.js HTTP/1.1" 200 7902
INFO 2022-08-03 15:44:05,321 basehttp 187 "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 200 232381
INFO 2022-08-03 15:44:05,351 basehttp 187 "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 200 331
INFO 2022-08-03 15:44:07,518 basehttp 187 "GET /admin/post/posttag/add/ HTTP/1.1" 200 6300
INFO 2022-08-03 15:44:07,545 basehttp 187 "GET /static/admin/css/forms.css HTTP/1.1" 200 8878
INFO 2022-08-03 15:44:07,567 basehttp 187 "GET /static/admin/js/prepopulate_init.js HTTP/1.1" 200 492
INFO 2022-08-03 15:44:07,572 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
INFO 2022-08-03 15:44:07,585 basehttp 187 "GET /static/admin/js/change_form.js HTTP/1.1" 200 606
INFO 2022-08-03 15:44:07,594 basehttp 187 "GET /static/admin/css/widgets.css HTTP/1.1" 200 11097
INFO 2022-08-03 15:44:19,364 basehttp 187 "POST /admin/post/posttag/add/ HTTP/1.1" 302 0
INFO 2022-08-03 15:44:19,400 basehttp 187 "GET /admin/post/posttag/add/ HTTP/1.1" 200 6530
INFO 2022-08-03 15:44:19,448 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
INFO 2022-08-03 15:44:19,509 basehttp 187 "GET /static/admin/img/icon-yes.svg HTTP/1.1" 200 436
INFO 2022-08-03 15:44:23,921 basehttp 187 "POST /admin/post/posttag/add/ HTTP/1.1" 302 0
INFO 2022-08-03 15:44:23,955 basehttp 187 "GET /admin/post/posttag/add/ HTTP/1.1" 200 6530
INFO 2022-08-03 15:44:23,999 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
INFO 2022-08-03 15:44:37,910 basehttp 187 "GET /admin/post/posttag/add/ HTTP/1.1" 302 0
INFO 2022-08-03 15:44:37,928 basehttp 187 "GET /admin/login/?next=/admin/post/posttag/add/ HTTP/1.1" 200 2251
INFO 2022-08-03 15:44:38,012 basehttp 187 "GET /static/admin/css/base.css HTTP/1.1" 200 19513
INFO 2022-08-03 15:44:38,024 basehttp 187 "GET /static/admin/css/login.css HTTP/1.1" 200 954
INFO 2022-08-03 15:44:38,025 basehttp 187 "GET /static/admin/css/responsive.css HTTP/1.1" 200 18575
INFO 2022-08-03 15:44:38,025 basehttp 187 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 200 3763
INFO 2022-08-03 15:44:38,026 basehttp 187 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 200 2616
INFO 2022-08-03 15:44:38,027 basehttp 187 "GET /static/admin/css/fonts.css HTTP/1.1" 200 423
INFO 2022-08-03 15:44:38,055 basehttp 187 "GET /static/admin/fonts/Roboto-Regular-webfont.woff HTTP/1.1" 200 85876
INFO 2022-08-03 15:44:38,057 basehttp 187 "GET /static/admin/fonts/Roboto-Light-webfont.woff HTTP/1.1" 200 85692
INFO 2022-08-03 15:44:39,333 basehttp 187 "POST /admin/login/?next=/admin/post/posttag/add/ HTTP/1.1" 200 2384
INFO 2022-08-03 15:44:39,361 basehttp 187 "GET /static/admin/fonts/Roboto-Bold-webfont.woff HTTP/1.1" 200 86184
INFO 2022-08-03 15:44:46,113 basehttp 187 "POST /admin/login/?next=/admin/post/posttag/add/ HTTP/1.1" 302 0
INFO 2022-08-03 15:44:46,142 basehttp 187 "GET /admin/post/posttag/add/ HTTP/1.1" 200 6300
INFO 2022-08-03 15:44:46,231 basehttp 187 "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 200 288580
INFO 2022-08-03 15:44:46,234 basehttp 187 "GET /static/admin/js/core.js HTTP/1.1" 200 5698
INFO 2022-08-03 15:44:46,235 basehttp 187 "GET /static/admin/css/forms.css HTTP/1.1" 200 8878
INFO 2022-08-03 15:44:46,235 basehttp 187 "GET /static/admin/js/jquery.init.js HTTP/1.1" 200 347
INFO 2022-08-03 15:44:46,242 basehttp 187 "GET /static/admin/js/prepopulate.js HTTP/1.1" 200 1531
INFO 2022-08-03 15:44:46,245 basehttp 187 "GET /static/admin/js/actions.js HTTP/1.1" 200 7872
INFO 2022-08-03 15:44:46,248 basehttp 187 "GET /static/admin/js/change_form.js HTTP/1.1" 200 606
INFO 2022-08-03 15:44:46,253 basehttp 187 "GET /static/admin/js/prepopulate_init.js HTTP/1.1" 200 492
INFO 2022-08-03 15:44:46,255 basehttp 187 "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 200 232381
INFO 2022-08-03 15:44:46,256 basehttp 187 "GET /static/admin/css/widgets.css HTTP/1.1" 200 11097
INFO 2022-08-03 15:44:46,256 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
INFO 2022-08-03 15:44:46,257 basehttp 187 "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 200 5984
INFO 2022-08-03 15:44:46,257 basehttp 187 "GET /static/admin/js/urlify.js HTTP/1.1" 200 7902
INFO 2022-08-03 15:44:46,322 basehttp 187 "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 200 331
INFO 2022-08-03 15:45:01,233 basehttp 187 "POST /admin/post/posttag/add/ HTTP/1.1" 200 6464
INFO 2022-08-03 15:45:01,272 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
INFO 2022-08-03 15:45:06,231 basehttp 187 "POST /admin/post/posttag/add/ HTTP/1.1" 302 0
INFO 2022-08-03 15:45:06,267 basehttp 187 "GET /admin/post/posttag/add/ HTTP/1.1" 200 6530
INFO 2022-08-03 15:45:06,357 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
INFO 2022-08-03 15:45:06,388 basehttp 187 "GET /static/admin/img/icon-yes.svg HTTP/1.1" 200 436
INFO 2022-08-03 15:45:08,135 basehttp 187 "GET /admin/post/poststate/ HTTP/1.1" 200 5614
INFO 2022-08-03 15:45:08,168 basehttp 187 "GET /static/admin/css/changelists.css HTTP/1.1" 200 6932
INFO 2022-08-03 15:45:08,180 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
INFO 2022-08-03 15:45:08,206 basehttp 187 "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 200 331
INFO 2022-08-03 15:45:09,512 basehttp 187 "GET /admin/post/poststate/add/ HTTP/1.1" 200 6308
INFO 2022-08-03 15:45:09,548 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
INFO 2022-08-03 15:45:17,180 basehttp 187 "POST /admin/post/poststate/add/ HTTP/1.1" 302 0
INFO 2022-08-03 15:45:17,213 basehttp 187 "GET /admin/post/poststate/add/ HTTP/1.1" 200 6540
INFO 2022-08-03 15:45:17,252 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
INFO 2022-08-03 15:45:24,197 basehttp 187 "POST /admin/post/poststate/add/ HTTP/1.1" 302 0
INFO 2022-08-03 15:45:24,231 basehttp 187 "GET /admin/post/poststate/add/ HTTP/1.1" 200 6540
INFO 2022-08-03 15:45:24,260 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
INFO 2022-08-03 15:45:25,954 basehttp 187 "GET /admin/post/post/ HTTP/1.1" 200 5604
INFO 2022-08-03 15:45:25,998 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
INFO 2022-08-03 15:45:27,369 basehttp 187 "GET /admin/post/post/add/ HTTP/1.1" 200 10294
INFO 2022-08-03 15:45:27,401 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
INFO 2022-08-03 15:45:27,446 basehttp 187 "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 200 380
INFO 2022-08-03 15:46:48,996 basehttp 187 "GET /admin/post/posttag/add/?_to_field=id&_popup=1 HTTP/1.1" 200 2928
INFO 2022-08-03 15:46:49,053 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
WARNING 2022-08-03 15:46:49,111 log 241 Not Found: /favicon.ico
WARNING 2022-08-03 15:46:49,112 basehttp 187 "GET /favicon.ico HTTP/1.1" 404 2108
INFO 2022-08-03 15:47:03,723 basehttp 187 "POST /admin/post/posttag/add/?_to_field=id&_popup=1 HTTP/1.1" 200 346
INFO 2022-08-03 15:47:03,744 basehttp 187 "GET /static/admin/js/popup_response.js HTTP/1.1" 200 551
INFO 2022-08-03 15:47:07,135 basehttp 187 "POST /admin/post/post/add/ HTTP/1.1" 200 10886
INFO 2022-08-03 15:47:07,189 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
INFO 2022-08-03 15:47:10,702 basehttp 187 "POST /admin/post/post/add/ HTTP/1.1" 302 0
INFO 2022-08-03 15:47:10,739 basehttp 187 "GET /admin/post/post/ HTTP/1.1" 200 7020
INFO 2022-08-03 15:47:10,824 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
INFO 2022-08-03 15:47:21,972 basehttp 187 "GET /admin/post/post/add/ HTTP/1.1" 200 10337
INFO 2022-08-03 15:47:22,028 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
INFO 2022-08-03 15:48:10,818 basehttp 187 "POST /admin/post/post/add/ HTTP/1.1" 200 11778
INFO 2022-08-03 15:48:10,858 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
INFO 2022-08-03 15:50:15,338 autoreload 266 /home/ubuntu/Desktop/leanr/django/Small_projects/blog/post/models.py changed, reloading.
INFO 2022-08-03 15:50:15,627 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-03 15:52:21,737 basehttp 187 "POST /admin/post/post/add/ HTTP/1.1" 200 12419
INFO 2022-08-03 15:52:21,789 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
WARNING 2022-08-03 15:52:21,825 log 241 Not Found: /favicon.ico
WARNING 2022-08-03 15:52:21,825 basehttp 187 "GET /favicon.ico HTTP/1.1" 404 2108
ERROR 2022-08-03 15:52:25,891 log 241 Internal Server Error: /admin/post/post/add/
Traceback (most recent call last):
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/utils.py", line 89, in _execute
    return self.cursor.execute(sql, params)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/mysql/base.py", line 75, in execute
    return self.cursor.execute(query, args)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/MySQLdb/cursors.py", line 206, in execute
    res = self._query(query)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/MySQLdb/cursors.py", line 319, in _query
    db.query(q)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/MySQLdb/connections.py", line 254, in query
    _mysql.connection.query(self, query)
MySQLdb.OperationalError: (1054, "Unknown column 'author_id' in 'field list'")

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/core/handlers/exception.py", line 55, in inner
    response = get_response(request)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/core/handlers/base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/contrib/admin/options.py", line 683, in wrapper
    return self.admin_site.admin_view(view)(*args, **kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/utils/decorators.py", line 133, in _wrapped_view
    response = view_func(request, *args, **kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/views/decorators/cache.py", line 62, in _wrapped_view_func
    response = view_func(request, *args, **kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/contrib/admin/sites.py", line 242, in inner
    return view(request, *args, **kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/contrib/admin/options.py", line 1885, in add_view
    return self.changeform_view(request, None, form_url, extra_context)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/utils/decorators.py", line 46, in _wrapper
    return bound_method(*args, **kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/utils/decorators.py", line 133, in _wrapped_view
    response = view_func(request, *args, **kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/contrib/admin/options.py", line 1745, in changeform_view
    return self._changeform_view(request, object_id, form_url, extra_context)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/contrib/admin/options.py", line 1797, in _changeform_view
    self.save_model(request, new_object, form, not add)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/contrib/admin/options.py", line 1220, in save_model
    obj.save()
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/models/base.py", line 806, in save
    self.save_base(
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/models/base.py", line 857, in save_base
    updated = self._save_table(
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/models/base.py", line 1000, in _save_table
    results = self._do_insert(
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/models/base.py", line 1041, in _do_insert
    return manager._insert(
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/models/manager.py", line 85, in manager_method
    return getattr(self.get_queryset(), name)(*args, **kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/models/query.py", line 1434, in _insert
    return query.get_compiler(using=using).execute_sql(returning_fields)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/models/sql/compiler.py", line 1621, in execute_sql
    cursor.execute(sql, params)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/utils.py", line 103, in execute
    return super().execute(sql, params)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/utils.py", line 67, in execute
    return self._execute_with_wrappers(
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/utils.py", line 80, in _execute_with_wrappers
    return executor(sql, params, many, context)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/utils.py", line 84, in _execute
    with self.db.wrap_database_errors:
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/utils.py", line 91, in __exit__
    raise dj_exc_value.with_traceback(traceback) from exc_value
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/utils.py", line 89, in _execute
    return self.cursor.execute(sql, params)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/mysql/base.py", line 75, in execute
    return self.cursor.execute(query, args)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/MySQLdb/cursors.py", line 206, in execute
    res = self._query(query)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/MySQLdb/cursors.py", line 319, in _query
    db.query(q)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/MySQLdb/connections.py", line 254, in query
    _mysql.connection.query(self, query)
django.db.utils.OperationalError: (1054, "Unknown column 'author_id' in 'field list'")
ERROR 2022-08-03 15:52:25,897 basehttp 187 "POST /admin/post/post/add/ HTTP/1.1" 500 268002
INFO 2022-08-03 15:52:33,440 basehttp 187 "GET /admin/post/post/add/ HTTP/1.1" 200 10971
INFO 2022-08-03 15:52:33,489 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
ERROR 2022-08-03 15:52:35,820 log 241 Internal Server Error: /admin/post/post/
Traceback (most recent call last):
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/utils.py", line 89, in _execute
    return self.cursor.execute(sql, params)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/mysql/base.py", line 75, in execute
    return self.cursor.execute(query, args)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/MySQLdb/cursors.py", line 206, in execute
    res = self._query(query)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/MySQLdb/cursors.py", line 319, in _query
    db.query(q)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/MySQLdb/connections.py", line 254, in query
    _mysql.connection.query(self, query)
MySQLdb.OperationalError: (1054, "Unknown column 't_post.author_id' in 'field list'")

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/core/handlers/exception.py", line 55, in inner
    response = get_response(request)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/core/handlers/base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/contrib/admin/options.py", line 683, in wrapper
    return self.admin_site.admin_view(view)(*args, **kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/utils/decorators.py", line 133, in _wrapped_view
    response = view_func(request, *args, **kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/views/decorators/cache.py", line 62, in _wrapped_view_func
    response = view_func(request, *args, **kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/contrib/admin/sites.py", line 242, in inner
    return view(request, *args, **kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/utils/decorators.py", line 46, in _wrapper
    return bound_method(*args, **kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/utils/decorators.py", line 133, in _wrapped_view
    response = view_func(request, *args, **kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/contrib/admin/options.py", line 2063, in changelist_view
    "selection_note": _("0 of %(cnt)s selected") % {"cnt": len(cl.result_list)},
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/models/query.py", line 302, in __len__
    self._fetch_all()
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/models/query.py", line 1507, in _fetch_all
    self._result_cache = list(self._iterable_class(self))
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/models/query.py", line 57, in __iter__
    results = compiler.execute_sql(
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/models/sql/compiler.py", line 1361, in execute_sql
    cursor.execute(sql, params)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/utils.py", line 103, in execute
    return super().execute(sql, params)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/utils.py", line 67, in execute
    return self._execute_with_wrappers(
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/utils.py", line 80, in _execute_with_wrappers
    return executor(sql, params, many, context)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/utils.py", line 84, in _execute
    with self.db.wrap_database_errors:
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/utils.py", line 91, in __exit__
    raise dj_exc_value.with_traceback(traceback) from exc_value
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/utils.py", line 89, in _execute
    return self.cursor.execute(sql, params)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/mysql/base.py", line 75, in execute
    return self.cursor.execute(query, args)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/MySQLdb/cursors.py", line 206, in execute
    res = self._query(query)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/MySQLdb/cursors.py", line 319, in _query
    db.query(q)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/MySQLdb/connections.py", line 254, in query
    _mysql.connection.query(self, query)
django.db.utils.OperationalError: (1054, "Unknown column 't_post.author_id' in 'field list'")
ERROR 2022-08-03 15:52:35,821 basehttp 187 "GET /admin/post/post/ HTTP/1.1" 500 183166
INFO 2022-08-03 15:52:37,280 basehttp 187 "GET /admin/post/post/add/ HTTP/1.1" 200 10971
INFO 2022-08-03 15:52:38,430 basehttp 187 "GET /admin/post/posttag/ HTTP/1.1" 200 7382
INFO 2022-08-03 15:52:38,470 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
INFO 2022-08-03 15:52:40,833 basehttp 187 "GET /admin/post/poststate/ HTTP/1.1" 200 6974
INFO 2022-08-03 15:52:40,867 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
ERROR 2022-08-03 15:52:41,603 log 241 Internal Server Error: /admin/post/post/
Traceback (most recent call last):
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/utils.py", line 89, in _execute
    return self.cursor.execute(sql, params)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/mysql/base.py", line 75, in execute
    return self.cursor.execute(query, args)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/MySQLdb/cursors.py", line 206, in execute
    res = self._query(query)
